Model,Price,Processor Brand,Processor Model,Processor Frequency,Processor Core,Processor Thread,CPU Cache,Display Size,Display Type,Display Resolution,Touch Screen,Display Features,RAM,RAM Type,Removable,Bus Speed,Total RAM Slot,Storage Type,Storage Capacity,Extra M.2 Slot,Supported SSD Type,Storage Upgrade,Graphics Model,Graphics Memory,Keyboard Type,TouchPad,WebCam,Speaker,Microphone,Optical Drive,Card Reader,HDMI Port,USB 2 Port,USB 3 Port,USB Type-C / Thunderbolt Port,Headphone & Microphone Port,WiFi,Bluetooth,Fingerprint Sensor,Operating System,Battery Type,Battery Capacity,Adapter Type,Color,Dimensions,Weight,Warranty Details,Chipset Model,Graphics Type,Audio Features,LAN,Camera Privacy Shutter,Security Chip,Body Material,Other Features,Max RAM Capacity,Refresh Rate,HDD RPM,Generation,Security Locker Slot,Keyboard Features,NPU,Response TIme,Backup Time (Approx),Other Pre-installed Softwares
"Lenovo Legion 5i Core i7 12th Gen RTX 3070 8GB Graphics 15.6"" 2.5K 165Hz Gaming Laptop",249000,Intel,Core i7-12700H,2.3GHz~4.7GHz,"14 (Performance-cores: 6, Efficient-cores: 8)",20,24MB,15.6 inch, LED,2.5K WQHD IPS (2560x1600),,"IPS Display, 300 nits, 100% sRGB, Dolby Vision, G-SYNC",16GB,DDR5,2 x 8GB Removable,4800MHz,2,NVMe PCIe,512GB ,N/A,NVMe PCIe,"Additional SSD Slot, Upgradeable Installed SSD",NVIDIA GeForce RTX 3070,8GB,"4-Zone RGB Backlit, English Keyboard",Yes,FHD 1080p Camera,2W x2,"2x, Array",N/A,,"1x HDMI 2.1
",,3 x USB 3.2 Gen 1,2 x USB-C 3.2 Gen 2,1x Headphone/microphone combo jack (3.5mm),Yes,Bluetooth 5.1,N/A,Windows 11 Home,Integrated ,80Wh,300W Slim Tip (3-pin),Storm Grey,358.8 x 262.35 x 19.99mm,2.4 kg,02 years International Limited Warranty (Terms & conditions Apply As Per Lenovo),,GDDR6,Nahimic Audio,RJ45 Ethernet,E-Camera shutter,Firmware TPM 2.0,"Aluminum (Top), Aluminium (Bottom)",TÜV Rheinland Low Blue Light (Hardware Solution),32GB,165Hz,,12th Gen,,,,,,
"Lenovo Legion Slim 5 16AHP9 Ryzen 7 8845HS AI Integrated RTX 4070 8GB Graphics 16"" Gaming Laptop",250000,AMD,Ryzen 7 8845HS,3.8 GHz up to 5.1 GHz,8,16,"L2 Cache: 8MB
L3 Cache: 16MB","16""",IPS,WQXGA (2560x1600),N/A,"350nits Anti-glare, 100% sRGB, Dolby Vision, G-SYNC, Free-Sync Premium, Low Blue Light",32GB (2x 16GB),DDR5,,5600Mhz,2,M.2 2280 PCIe 4.0x4 NVMe,1TB,Yes,"Up to two drives, 2x M.2 SSD
M.2 2242 SSD up to 1TB
M.2 2280 SSD up to 1TB",up to 1TB,NVIDIA GeForce RTX 4070,8GB,"4-Zone RGB Backlit, English (EU)","Buttonless Mylar surface multi-touch touchpad, 75 x 120 mm (2.95 x 4.72 inches)",FHD 1080p ,"Stereo speakers, 2W x2, optimized with Nahimic Gaming Audio","2x, Array",N/A,4-in-1 Card Reader,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On
1x USB-A (USB 10Gbps / USB 3.2 Gen 2)","1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with Lenovo PD 140W and DisplayPort 1.4
1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",BT5.3,N/A,Windows 11 Home,Integrated ,80Wh,230W Slim Tip (3-pin),Luna Grey,359.7 x 260.5 x 19.9-21.9mm (14.16 x 10.26 x 0.78-0.86 inches),Around 2.3 kg (5.07 lbs),"2 years Warranty (Battery & AdaPC-ABS (Top), PC-ABS (Bottom)pter 1 Year)",AMD SoC Platform,GDDR6,"High Definition (HD) Audio, Realtek ALC3287 codec",100/1000M (RJ-45),E-shutter,Firmware TPM 2.0 Enabled,"Aluminium (Top), PC-ABS (Bottom)",,Up to 64GB,165Hz,,,,,AMD Ryzen AI integrated in AMD Ryzen 8000 processor,,,
"Lenovo Legion Pro 5 16IRX9 Core i7 14th Gen RTX 4060 8GB Graphics 16"" WQXGA 240Hz Gaming Laptop",255000,Intel,Core i7-14650HX,3.6GHz to 5.0GHz,"16C (8 Performance cores, 8 Efficient cores)",24,30MB,16-inch,IPS,WQXGA (2560x1600),N/A,"500nits Anti-glare
100% sRGB
DisplayHDR 400
Dolby Vision
G-SYNC
Low Blue Light
High Gaming Performance",16GB,DDR5,Yes,5600MHz,2,M.2 2280 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB M.2 2280 SSD,NVIDIA GeForce RTX 4060,8GB,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Stereo speakers",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On
3x USB-A (USB 5Gbps / USB 3.2 Gen 1)","x USB-C (USB 10Gbps / USB 3.2 Gen 2), with Lenovo PD 140W and DisplayPort 1.4
1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with DisplayPort 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi® 6E, 802.11ax 2x2",BT5.2,N/A,Windows 11 Home,Integrated,80Wh,300W Slim Tip (3-pin),Onyx Grey,363.4 x 260.35 x 22.45-26.75 mm (14.31 x 10.25 x 0.88-1.05 inches),Around 2.5 kg (5.5 lbs),2 Year Warranty (Battery & Adapter 1 Year),Intel HM770 Chipset,GDDR6,"High Definition (HD) Audio Chip
Realtek ALC3306 codec
Nahimic Gaming Audio",1x 100/1000M RJ-45 ports,E-shutter,Firmware TPM 2.0,"Aluminum (Top), PC-ABS (Bottom)",AI Chip: LA1,32GB,240Hz,,14th Generation,,4-Zone RGB Backlit,,,,
"Lenovo Legion 7 16IRX9 Core i7 14th Gen RTX 4060 8GB Graphics 16"" 3.2K 165Hz Gaming Laptop",255000,Intel,Core i7-14700HX,3.9GHz to 5.5GHz,"20C (8 Performance cores, 12 Efficient cores)",28,33MB,16-inch,IPS,3.2K (3200x2000),N/A,"430nits Anti-glare, 1
00% DCI-P3, 
Dolby Vision, G-SYNC, Low Blue Light",16GB (2x 8GB),DDR5,Yes,5600MHz,2,M.2 2280 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2280 PCIe 4.0 x4,Up to 1TB M.2 2280 SSD,NVIDIA GeForce RTX 4060,8GB,Backlit Keyboard,Yes,FHD 1080p,"2W x2, Stereo speakers",2x Array Microphone,N/A,N/A,"1x HDMI 2.1, up to 8K/60Hz",,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1)
1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On","1x USB-C (USB 5Gbps / USB 3.2 Gen 1)
1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with Lenovo® PD 140W and DisplayPort™ 1.4
1x USB-C (Thunderbolt™ 4 / USB4® 40Gbps), with PD 140W and DisplayPort™ 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 802.11ax 2x2",BT5.3,N/A,Windows 11 Home,Integrated,99.9Wh,230W Slim Tip (3-pin),Eclipse Black,357.7 x 262.5 x 17.6-19.8 mm (14.08 x 10.33 x 0.69- 0.78 inches),Starting at  2.24 kg (4.94 lbs),2 Year Warranty (Battery & Adapter 1 Year),Intel HM770 Chipset,GDDR6,"High Definition (HD) Audio Chip
audio by HARMAN, optimized with Nahimic Audio",N/A,E-shutter,Firmware TPM 2.0,"Aluminum (Top), PC-ABS (Bottom)",AI Chip: LA3,32GB,165Hz,,14th Generation,,"White Backlit, English (EU)",,,,
"Lenovo Yoga 9i 14IRP8 Core i7 13th Gen 14"" 2.8K OLED Military Grade Touch Laptop",260000,Intel,Core i7-1360P,3.7 GHz up to 5.0 GHz,12 (4 Performance Core + 8 Efficient Core),16,18MB,14-Inch,OLED,2.8K (2880x1800),10-point Multi-touch,"400nits Glossy
100% DCI-P3
Eyesafe
Dolby Vision
DisplayHDR 500
Glass",16GB (On-Board),LPDDR5,Non-Removable,5200MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,1TB,N/A,,Up to 1TB M.2 2280 SSD,Intel Iris Xe Graphics,Shared,Backlit Keyboard,Yes,"FHD 1080p + IR, ToF Sensor","2x 3W (woofers on the side)
4 stereo speakers
2x 2W (front-facing tweeters on hinge bar)","2x, Array Microphone",N/A,N/A,N/A,,1x USB 3.2 Gen 2,"1x USB-C 3.2 Gen 2 (supports data transfer, Power Delivery 3.0 and DisplayPort 1.4)
2x Thunderbolt 4 / USB4 40Gbps (supports data transfer, Power Delivery 3.0 and DisplayPort 1.4)",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 11ax 2x2",Bluetooth 5.1,Touch Style in Keyboard Key,Windows 11 Home,Integrated,75Wh,100W USB-C Slim (3-pin),Oatmeal,318 x 230 x 15.25 mm (12.52 x 9.06 x 0.6 inches),1.4 kg (3.09 lbs),2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"High-Definition (HD) Audio Chip
Realtek ALC3306 codec
Dolby Atmos
Smart Amplifier (AMP)
Audio by Bowers & Wilkins",N/A,Yes,Firmware TPM 2.0,"Aluminum (Top), Aluminum (Bottom)",,16GB,90Hz,,13th Generation,,,,,,
"Lenovo Legion Slim 7i Core i7 12th Gen RTX 3070 8GB Graphics 16"" 2.5K 165Hz Gaming Laptop",263000,Intel,Core i7-12700H,2.3GHz~4.7GHz,"14 (Performance-cores: 6, Efficient-cores: 8)",20,24MB,16 inch,LED,2.5K QHD WQXGA (2560x1600),,"IPS Display, 500nits, 100% sRGB, DisplayHDR 400, Dolby Vision, G-SYNC, Low Blue Light, High Gaming Performance",16GB,DDR5,Yes,4800MHz,2,NVMe PCIe,1TB SSD,1,NVMe PCIe,"Additional SSD Slot, Upgradeable Installed SSD",Nvidia RTX 3070 Graphics,8GB,"White Backlit, English (EU) Keyboard",Yes,FHD Camera,2W x2,"2x, Array",N/A,4- in -1 Card Reader,"1x HDMI, up to 8K/60Hz",,"2 x USB 3.2 Gen 1, 1 x USB 3.2 Gen 2","1 x USB-C 3.2 Gen 2, 1 x Thunderbolt 4",1x Headphone/microphone combo jack (3.5mm),"Intel Killer Wi-Fi 6E AX1690i, 11ax 2x2",Bluetooth 5.1,"Touch Style, Integrated in Power Button",Windows 11 Home,Integrated ,99.99Wh,230W Slim Tip (3-pin),Onyx Grey,357.7 x 260 x 16.9mm,2.23 kg,02 years International Limited Warranty (Terms & Conditions Apply As Per Lenovo),Intel SoC Platform,GDDR6,"audio by HARMAN, optimized with Nahimic Audio",,E-Camera shutter,"Firmware TPM 2.0
","Aluminum (Top), Aluminium (Bottom)",TÜV Rheinland Low Blue Light (Hardware Solution),,165Hz,,12th Gen,,,,,,
"Lenovo ThinkPad X1 Carbon G11 Core i7 13th Gen 14"" WUXGA Laptop",269500,Intel,Core i7-1355U,P-core 1.7 / 5.0 GHz / E-core 1.2 / 3.7 GHz,10 (2 Performance Core + 8 Efficient Core),12,12MB,14 inch,IPS,WUXGA (1920x1200),N/A,"Brightness: 400nits
Surface: Anti-glare
Aspect Ratio: 16:10
Contrast Ratio: 1000:1
Color Gamut: 100% sRGB
Eyesafe Certified 2.0",32GB (On-Board),LPDDR5/x-6400,Non-Removable,6400MHz,1,M.2 2242 PCIe 4.0x4 NVMe SSD,1TB,Yes,M.2 2280 PCIe 4.0 x4,"One drive, up to 2TB M.2 2280 SSD",Intel Iris Xe Graphics,Shared,LED backlight Keyboard,"TrackPoint pointing device and glass surface multi-touch touchpad, 56 x 110 mm (2.20 x 4.33 inches)",FHD 1080p + IR,"Stereo speakers, 2W x2 woofers and 0.8W x2 tweeters, Dolby Atmos","Quad-microphone array, 360° far-field, Dolby Voice",N/A,N/A,"1x HDMI 2.1, up to 4K/60Hz",,"1x USB 3.2 Gen 1
1x USB 3.2 Gen 1 (Always On)","2x Thunderbolt 4 / USB4 40Gbps (support data transfer, Power Delivery 3.0 and DisplayPort 1.4a)",1x Headphone / microphone combo jack (3.5mm),"Intel Wi-Fi 6E AX211, 802.11ax 2x2 Wi-Fi",Bluetooth 5.3,"ouch style fingerprint reader integrated in power button, match-on-chip",Windows 11 Pro,Integrated Li-Polymer,57Wh,,Deep Black,315.6 x 222.5 x 15.36 mm (12.43 x 8.76 x 0.60 inches),Starting at 1.12 kg (2.48 lbs),3 year warranty (Terms & Conditions Apply As Per Lenovo).,Intel SoC (System on Chip) platform,Integrated,"High Definition (HD) Audio, Realtek ALC3306 codec",N/A,Yes,"Discrete TPM 2.0, TCG certified, FIPS 140-2 certified","Carbon fiber (top), aluminum (bottom)","MIL-STD-810H military test passed
ENERGY STAR 8.0
EPEAT Gold Registered
ErP Lot 6/26
RoHS compliant
TCO Certified 9.0",32GB,,,13th Generation,"Kensington Nano Security Slot, 2.5 x 6 mm","6-row, spill-resistant, air intake design, multimedia Fn keys with Unified Communications controls",,,,
"Lenovo Yoga 9 2-in-1 14IMH9 Core Ultra 7 AI Integrated 14"" OLED Touch Laptop",270000,Intel,Core Ultra 7 155H,Max Turbo up to 4.8GHz,16C (6P + 8E + 2LPE),22T,24MB,14-Inch,OLED,4K (3840x2400),"OGM, 10-point Multi-touch"," OLED 400nits Glossy / Anti-fingerprint, 100% DCI-P3, 60Hz, Eyesafe®, Dolby Vision, DisplayHDR 500, Glass, Touch",32GB Soldered, LPDDR5x-7467,Non-Removable,,1,SSD,1TB,Yes,M.2 2242 PCIe 4.0x4 NVMe,not upgradable,Integrated Intel Arc Graphics,Shared,"Backlit, English (EU)","Buttonless glass surface multi-touch touchpad, supports Precision TouchPad (PTP), 80 x 135 mm (3.15 x 5.31 inches)",5.0MP + IR,"4 stereo speakers, 2W x2 (woofers on the side), 2W x2 (front-facing tweeters on hinge bar)","2x, Array Microphone",N/A,N/A,,,"1x USB-A (USB 10Gbps / USB 3.2 Gen 2), Always On","1x USB-C (USB 10Gbps / USB 3.2 Gen 2), with USB PD 3.0 and DisplayPort 1.4
2x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.0 and DisplayPort 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 802.11ax 2x2",Bluetooth 5.3,No,Windows 11 Home,Integrated,75Wh,65W USB-C (3-pin),Luna Grey,316 x 220 x 15.9 mm (12.44 x 8.66 x 0.63 inches),Starting at 1.32 kg (2.91 lbs),2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"optimized with Dolby Atmos, Smart Amplifier (AMP), audio by Bowers & Wilkins",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminium CNC (Top), Aluminium Stamping (Bottom)
Case Material: Aluminium (Top), Aluminium (Bottom)",MIL-STD-810H military test passed (21 test items),32GB,60Hz,,,,,"Intel AI Boost, up to 11 TOPS",,,
"Lenovo Yoga Slim 7 14IMH9 Core Ultra 5 14"" OLED Laptop",150000,Intel,Core Ultra 5 125H,Max Turbo up to 4.5GHz,14C (4P + 8E + 2LPE),18T,18MB,14-Inch,OLED,"14"" WUXGA (1920x1200) ",,"OLED 400nits Glossy, 100% DCI-P3, 60Hz, Eyesafe®, Dolby Vision®, DisplayHDR™ True Black 500",16GB Soldered , LPDDR5x-7467,Non-Removable,,1,SSD,1TB,Yes, M.2 2242 PCIe 4.0x4 NVMe,Not upgradable,Integrated Intel Arc Graphics,Shared,"Backlit, English","Buttonless glass surface multi-touch touchpad, supports Precision TouchPad (PTP), 75 x 120 mm (2.95 x 4.72 inches)","FHD 1080p + IR with E-shutter, ToF Sensor","Stereo speakers, 2W x4, optimized with Dolby Atmos®, Amplifier (AMP)","4x, Array",N/A,N/A,"1x HDMI 2.1, up to 4K/60Hz",,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On","2x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.1 and DisplayPort™ 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi® 6E, 802.11ax 2x2 
",Bluetooth 5.3,No,Windows 11 Home,Integrated,65Wh,"65W USB-C Slim (Wall-mount)
",Luna Grey,"312 x 221 x 14.9 mm (12.28 x 8.7 x 0.59 inches)
","Starting at 1.39 kg (3.06 lbs)
",2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"optimized with Dolby Atmos, Smart Amplifier (AMP), audio by Bowers & Wilkins",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminium CNC (Top), Aluminium Stamping (Bottom)
Case Material: Aluminium (Top), Aluminium (Bottom)",MIL-STD-810H military test passed (21 test items),"16GB soldered memory, not upgradable",60Hz,,,,,"Intel AI Boost, up to 11 TOPS
",,,
"Lenovo Yoga 7 2-in-1 14IML9 Core Ultra 5 14"" OLED Touch Laptop",155000,Intel,Core Ultra 5 125H,Max Turbo up to 4.5GHz,14C (4P + 8E + 2LPE),18T,18MB,14-Inch,OLED,"14"" 2.8K (2880x1800)","OGM, 10-point Multi-touch","OLED 400nits Glossy / Anti-fingerprint, 100% DCI-P3, 120Hz, Dolby Vision, DisplayHDR True Black 500, TÜV Low Blue Light, Glass, Touch",16GB Soldered , LPDDR5x-7467,Non-Removable,,1,SSD,1TB,Yes, M.2 2242 PCIe 4.0x4 NVMe,Not upgradable,Integrated Intel Arc Graphics,Shared,"Backlit, English","Buttonless glass-like Mylar® surface multi-touch touchpad, supports Precision TouchPad (PTP), 75 x 120 mm (2.95 x 4.72 inches)","FHD 1080p + IR with E-shutter, ToF Sensor","Stereo speakers, 2W x2, optimized with Dolby Atmos®, Amplifier (AMP)","2x, Array",N/A,MicroSD Card Reader,"1x HDMI 2.1, up to 4K/60Hz",,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On","2x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.1 and DisplayPort™ 2.1",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 802.11ax 2x2 
",Bluetooth 5.3,No,Windows 11 Home,Integrated,71Wh,65W USB-C® (3-pin),Storm Grey,"317.72 x 222.13 x 16.64 mm (12.51 x 8.75 x 0.66 inches)
","Starting at 1.49 kg (3.28 lbs)
",2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"Optimized with Dolby Atmos®, Smart Amplifier (AMP)",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminium Stamping (Anodized with Sandblasting)
Case Material: Aluminium (Top), Aluminium (Bottom)",MIL-STD-810H military test passed (21 test items),"16GB soldered memory, not upgradable",120Hz,,,,,"Intel AI Boost, up to 11 TOPS
",,,
"Lenovo Yoga Slim 7 14IMH9 Ultra 7 155H 14"" WUXGA OLED Laptop",165000,Intel,Core Ultra 7 155H,"Max Turbo Frequency 4.8 GHz
Intel Turbo Boost Max Technology 3.0 Frequency - 4.8 GHz
Performance-core Max Turbo Frequency- 4.8 GHz
Efficient-core Max Turbo Frequency - 3.8 GHz",16C (6P + 8E + 2LPE) ,22,,14-Inch,OLED,"14"" WUXGA (1920x1200) ",,"400nits Glossy, 100% DCI-P3, 60Hz, Eyesafe®, Dolby Vision®, DisplayHDR™ True Black 500",16GB Soldered , LPDDR5x-7467,Non-Removable,,1,SSD,1TB,Yes,M.2 2242 PCIe 4.0x4 NVMe,Not upgradable,Integrated Intel Arc Graphics,Shared,"Backlit, English","Buttonless glass surface multi-touch touchpad, supports Precision TouchPad (PTP), 75 x 120 mm (2.95 x 4.72 inches)","FHD 1080p + IR with E-shutter, ToF Sensor","Stereo speakers, 2W x4","4x, Array
",N/A,None,"1x HDMI® 2.1, up to 4K/60Hz",,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On","2x USB-C (Thunderbolt™ 4 / USB4 40Gbps), with USB PD 3.1 and DisplayPort 1.4",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 802.11ax 2x2
",Bluetooth 5.3,No,Windows 11 Home,Integrated,65Wh,"65W USB-C Slim (Wall-mount)
",Luna Grey,"312 x 221 x 14.9 mm (12.28 x 8.7 x 0.59 inches)
","Starting at 1.39 kg (3.06 lbs)

",2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"Optimized with Dolby Atmos, Amplifier (AMP)
",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminium Stamping (Anodized with Sandblasting)
Case Material: Aluminium (Top), Aluminium (Bottom)",MIL-STD-810H military test passed (21 test items),"16GB soldered memory, not upgradable",60Hz,,,,,,,,
"Lenovo Yoga 7 2-in-1 14IML9 Core Ultra 7 14"" OLED Touch Laptop",170000,Intel,Core Ultra 7 155H,"Max Turbo Frequency 4.8 GHz
Intel Turbo Boost Max Technology 3.0 Frequency - 4.8 GHz
Performance-core Max Turbo Frequency- 4.8 GHz
Efficient-core Max Turbo Frequency - 3.8 GHz","16C (6P + 8E + 2LPE)
",22,,14-Inch,OLED,"14"" 2.8K (2880x1800)","OGM, 10-point Multi-touch","OLED 400nits Glossy / Anti-fingerprint, 100% DCI-P3, 120Hz, Dolby Vision, DisplayHDR True Black 500, TÜV Low Blue Light, Glass, Touch",16GB Soldered , LPDDR5x-7467,Non-Removable,,1,SSD,1TB,Yes, M.2 2242 PCIe 4.0x4 NVMe,Not upgradable,Integrated Intel Arc Graphics,Shared,"Backlit, English","Buttonless glass-like Mylar® surface multi-touch touchpad, supports Precision TouchPad (PTP), 75 x 120 mm (2.95 x 4.72 inches)","FHD 1080p + IR with E-shutter, ToF Sensor","Stereo speakers, 2W x2, optimized with Dolby Atmos®, Amplifier (AMP)","2x, Array",N/A,MicroSD Card Reader,"1x HDMI 2.1, up to 4K/60Hz",,"1x USB-A (USB 5Gbps / USB 3.2 Gen 1), Always On","2x USB-C (Thunderbolt 4 / USB4 40Gbps), with USB PD 3.1 and DisplayPort™ 2.1",1x Headphone / microphone combo jack (3.5mm),"Wi-Fi 6E, 802.11ax 2x2 
",Bluetooth 5.3,No,Windows 11 Home,Integrated,71Wh,65W USB-C® (3-pin),Storm Grey,"317.72 x 222.13 x 16.64 mm (12.51 x 8.75 x 0.66 inches)
","Starting at 1.49 kg (3.28 lbs)
",2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"Optimized with Dolby Atmos®, Smart Amplifier (AMP)",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminium Stamping (Anodized with Sandblasting)
Case Material: Aluminium (Top), Aluminium (Bottom)",MIL-STD-810H military test passed (21 test items),"16GB soldered memory, not upgradable",120Hz,,,,,"Intel AI Boost, up to 11 TOPS
",,,
"Lenovo Yoga Book 9 13IMU9 Core Ultra 7 155U Dual 13.3"" 2.8K  AI Integrated Touch Laptop",345000,Intel,Core Ultra 7 155U,Up to 4.8GHz,"12C (2P + 8E + 2LPE)
",14,,"2x 13.3"" ",OLED,2.8K (2880x1800),"OGM, 10-point Multi-touch","OLED 400nits Glossy / Anti-fingerprint, 100% DCI-P3, 60Hz, Eyesafe®, Dolby Vision®, DisplayHDR™ True Black 500, Glass, Touch",16GB Soldered , LPDDR5x-7467,Non-Removable,,1,SSD,1TB,, M.2 2242 PCIe 4.0x4 NVMe,Not upgradable,Integrated Intel Arc Graphics,Shared,"Non-backlit, English",No touchpad,"5.0MP + IR with E-shutter
","4 stereo speakers, 2W x2 (woofers), 2W x2 (user-facing tweeters)","2x, Array",N/A,MicroSD Card Reader,,,,"3x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1, Always On",,"Wi-Fi® 6E, 802.11ax 2x2",Bluetooth 5.3,No,Windows 11 Home,Integrated,80Wh,65W USB-C® Slim (Wall-mount),Tidal Teal,299.1 x 203.9 x 15.95 mm (11.78 x 8.03 x 0.63 inches),"Starting at 1.34 kg (2.95 lbs)
",2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"Optimized with Dolby Atmos®, Smart Amplifier (AMP), audio by Bowers & Wilkins",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminium Stamping (Anodized with Sandblasting)
Case Material: Aluminium (Top), Aluminium (Bottom)",,"16GB soldered memory, not upgradable",60Hz,,,,,"Intel AI Boost, up to 11 TOPS
",,,
"Lenovo Yoga Book 9 13IMU9 Core Ultra 7 155U Dual 13.3"" 2.8K  AI Integrated Touch Laptop With Windows 11 Pro",360000,Intel,Core Ultra 7 155U,Up to 4.8GHz,"12C (2P + 8E + 2LPE)
",14,,"2x 13.3"" ",OLED,2.8K (2880x1800),"OGM, 10-point Multi-touch","OLED 400nits Glossy / Anti-fingerprint, 100% DCI-P3, 60Hz, Eyesafe®, Dolby Vision®, DisplayHDR™ True Black 500, Glass, Touch",16GB Soldered , LPDDR5x-7467,Non-Removable,,1,SSD,1TB,, M.2 2242 PCIe 4.0x4 NVMe,Not upgradable,Integrated Intel Arc Graphics,Shared,"Non-backlit, English",No touchpad,"5.0MP + IR with E-shutter
","4 stereo speakers, 2W x2 (woofers), 2W x2 (user-facing tweeters)","2x, Array",N/A,MicroSD Card Reader,,,,"3x USB-C® (Thunderbolt™ 4 / USB4® 40Gbps), with USB PD 3.0 and DisplayPort™ 2.1, Always On",,"Wi-Fi® 6E, 802.11ax 2x2",Bluetooth 5.3,No,Windows 11 Pro,Integrated,80Wh,65W USB-C® Slim (Wall-mount),Tidal Teal,299.1 x 203.9 x 15.95 mm (11.78 x 8.03 x 0.63 inches),"Starting at 1.34 kg (2.95 lbs)
",2 Years International Limited Warranty (Battery 1 year),Intel SoC Platform,Integrated,"Optimized with Dolby Atmos®, Smart Amplifier (AMP), audio by Bowers & Wilkins",N/A,Yes,Firmware TPM 2.0,"Surface Treatment: Aluminium Stamping (Anodized with Sandblasting)
Case Material: Aluminium (Top), Aluminium (Bottom)",,"16GB soldered memory, not upgradable",60Hz,,,,,"Intel AI Boost, up to 11 TOPS
",,,
"Lenovo Legion 7 16ACHg6 Ryzen 7 5800H RTX 3080 16GB Graphics 16"" 165Hz Gaming Laptop",280000,AMD,Ryzen 7 5800H,,8,16,"L2 Cache: 4MB
L3 Cache: 16MB",16 Inch,IPS,QHD (2560 x 1600),No,"500nits Anti-glare, 100% sRGB HDR 400, Free-Sync, G-Sync, DC dimmer",16GB,DDR4,Yes,3200MHz,2,M.2 NVMe PCIe SSD,1TB,N/A,,,NVIDIA GeForce RTX 3080,16GB,Backlit Keyboard,Yes,720p,2x 2W,Dual array mic,,,HDMI 2.1,,3 x USB-A 3.2 Gen 1 (always on 5V),"USB Type-C (USB 3.2 Gen 2, DisplayPort 1.4) on left side
USB Type-C (USB 3.2 Gen 1) on right side
USB Type-C (USB 3.2 Gen 2, DisplayPort 1.4, power delivery) on rear",Headphone / mic jack,2x2 WiFi 802.11ax,Bluetooth 5.1,N/A,Windows 11 Home,"Li-Polymer
Supports Rapid Charge Express",80Wh,300W Slim Adapter,Storm Grey,20.1-23.5mm x 356mm x 261.04mm,2.5kg,3 Year Warranty (Terms & Condition Apply As Per Lenovo),,GDDR6,"Stereo speakers, Nahimic Audio, HARMAN-branded, Smart AMP with super line speaker",Killer WiFi AX1650 (2x2),,E-Shutter,,,Up to 32GB,165Hz,,3.2 GHz up to 4.4 GHz,,Corsair iCUE RGB,,3ms,Up to 8 hours,
